Sequence Name	Annotation GO ID	Annotation GO Term	Annotation GO Category
CSH1-2g08907	GO:0061630	ubiquitin protein ligase activity	Molecular Function
CSH1-2g08908	GO:0000049	tRNA binding	Molecular Function
CSH1-2g08908	GO:0005737	cytoplasm	Cellular Component
CSH1-2g08908	GO:0008270	zinc ion binding	Molecular Function
CSH1-2g08908	GO:0043023	ribosomal large subunit binding	Molecular Function
CSH1-2g08908	GO:0072344	rescue of stalled ribosome	Biological Process
CSH1-2g08908	GO:1990112	RQC complex	Cellular Component
CSH1-2g08908	GO:1990116	ribosome-associated ubiquitin-dependent protein catabolic process	Biological Process
CSH1-2g08911	GO:0003729	mRNA binding	Molecular Function
CSH1-2g08911	GO:0003735	structural constituent of ribosome	Molecular Function
CSH1-2g08911	GO:0006412	translation	Biological Process
CSH1-2g08911	GO:0009570	chloroplast stroma	Cellular Component
CSH1-2g08915	GO:0009865	pollen tube adhesion	Biological Process
CSH1-2g08916	GO:0043086	negative regulation of catalytic activity	Biological Process
CSH1-2g08916	GO:0046910	pectinesterase inhibitor activity	Molecular Function
CSH1-2g08918	GO:0043086	negative regulation of catalytic activity	Biological Process
CSH1-2g08918	GO:0046910	pectinesterase inhibitor activity	Molecular Function
CSH1-2g08920	GO:0004148	dihydrolipoyl dehydrogenase (NADH) activity	Molecular Function
CSH1-2g08920	GO:0005739	mitochondrion	Cellular Component
CSH1-2g08920	GO:0006090	pyruvate metabolic process	Biological Process
CSH1-2g08920	GO:0006103	2-oxoglutarate metabolic process	Biological Process
CSH1-2g08920	GO:0045252	oxoglutarate dehydrogenase complex	Cellular Component
CSH1-2g08920	GO:0050660	flavin adenine dinucleotide binding	Molecular Function
CSH1-2g08925	GO:0003677	DNA binding	Molecular Function
CSH1-2g08925	GO:0046983	protein dimerization activity	Molecular Function
CSH1-2g08926	GO:0003677	DNA binding	Molecular Function
CSH1-2g08926	GO:0046983	protein dimerization activity	Molecular Function
CSH1-2g08927	GO:0003677	DNA binding	Molecular Function
CSH1-2g08927	GO:0046983	protein dimerization activity	Molecular Function
CSH1-2g08931	GO:0003677	DNA binding	Molecular Function
CSH1-2g08931	GO:0046983	protein dimerization activity	Molecular Function
CSH1-2g08932	GO:0003676	nucleic acid binding	Molecular Function
CSH1-2g08932	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-2g08936	GO:0005737	cytoplasm	Cellular Component
CSH1-2g08936	GO:0006623	protein targeting to vacuole	Biological Process
CSH1-2g08936	GO:0043231	intracellular membrane-bounded organelle	Cellular Component
CSH1-2g08936	GO:0045053	protein retention in Golgi apparatus	Biological Process
CSH1-2g08936	GO:0098588	bounding membrane of organelle	Cellular Component
CSH1-2g08939	GO:0006623	protein targeting to vacuole	Biological Process
CSH1-2g08939	GO:0045053	protein retention in Golgi apparatus	Biological Process
CSH1-2g08940	GO:0005737	cytoplasm	Cellular Component
CSH1-2g08940	GO:0006623	protein targeting to vacuole	Biological Process
CSH1-2g08940	GO:0043231	intracellular membrane-bounded organelle	Cellular Component
CSH1-2g08940	GO:0045053	protein retention in Golgi apparatus	Biological Process
CSH1-2g08940	GO:0098588	bounding membrane of organelle	Cellular Component
CSH1-2g08949	GO:0003824	catalytic activity	Molecular Function
CSH1-2g08959	GO:0004650	polygalacturonase activity	Molecular Function
CSH1-2g08959	GO:0005975	carbohydrate metabolic process	Biological Process
CSH1-2g08969	GO:0003924	GTPase activity	Molecular Function
CSH1-2g08969	GO:0005525	GTP binding	Molecular Function
CSH1-2g08967	GO:0003676	nucleic acid binding	Molecular Function
CSH1-2g08967	GO:0003724	RNA helicase activity	Molecular Function
CSH1-2g08967	GO:0005515	protein binding	Molecular Function
CSH1-2g08967	GO:0005524	ATP binding	Molecular Function
CSH1-2g08970	GO:0005049	nuclear export signal receptor activity	Molecular Function
CSH1-2g08970	GO:0005635	nuclear envelope	Cellular Component
CSH1-2g08970	GO:0005829	cytosol	Cellular Component
CSH1-2g08970	GO:0006606	protein import into nucleus	Biological Process
CSH1-2g08970	GO:0006611	protein export from nucleus	Biological Process
CSH1-2g08970	GO:0031267	small GTPase binding	Molecular Function
CSH1-2g08972	GO:0005739	mitochondrion	Cellular Component
CSH1-2g08972	GO:0005829	cytosol	Cellular Component
CSH1-2g08972	GO:0045454	cell redox homeostasis	Biological Process
CSH1-2g08972	GO:0051920	peroxiredoxin activity	Molecular Function
CSH1-2g08972	GO:0098869	cellular oxidant detoxification	Biological Process
CSH1-2g08973	GO:0030247	polysaccharide binding	Molecular Function
CSH1-2g08974	GO:0000910	cytokinesis	Biological Process
CSH1-2g08974	GO:0003777	microtubule motor activity	Molecular Function
CSH1-2g08974	GO:0005524	ATP binding	Molecular Function
CSH1-2g08974	GO:0007018	microtubule-based movement	Biological Process
CSH1-2g08974	GO:0008017	microtubule binding	Molecular Function
CSH1-2g08978	GO:0005786	signal recognition particle, endoplasmic reticulum targeting	Cellular Component
CSH1-2g08978	GO:0006617	SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition	Biological Process
CSH1-2g08978	GO:0008312	7S RNA binding	Molecular Function
CSH1-2g08979	GO:0004672	protein kinase activity	Molecular Function
CSH1-2g08979	GO:0005515	protein binding	Molecular Function
CSH1-2g08979	GO:0005524	ATP binding	Molecular Function
CSH1-2g08979	GO:0006468	protein phosphorylation	Biological Process
CSH1-2g08983	GO:0004478	methionine adenosyltransferase activity	Molecular Function
CSH1-2g08983	GO:0005524	ATP binding	Molecular Function
CSH1-2g08983	GO:0005829	cytosol	Cellular Component
CSH1-2g08983	GO:0006556	S-adenosylmethionine biosynthetic process	Biological Process
CSH1-2g08983	GO:0006730	one-carbon metabolic process	Biological Process
CSH1-2g08983	GO:0046872	metal ion binding	Molecular Function
CSH1-2g08985	GO:0005524	ATP binding	Molecular Function
CSH1-2g08985	GO:0016020	membrane	Cellular Component
CSH1-2g08985	GO:0016887	ATP hydrolysis activity	Molecular Function
CSH1-2g08985	GO:0140359	ABC-type transporter activity	Molecular Function
CSH1-2g08989	GO:0003677	DNA binding	Molecular Function
CSH1-2g08989	GO:0005634	nucleus	Cellular Component
CSH1-2g08989	GO:0016020	membrane	Cellular Component
CSH1-2g08991	GO:0004672	protein kinase activity	Molecular Function
CSH1-2g08991	GO:0005524	ATP binding	Molecular Function
CSH1-2g08991	GO:0006468	protein phosphorylation	Biological Process
CSH1-2g08992	GO:0005794	Golgi apparatus	Cellular Component
CSH1-2g08992	GO:0015297	antiporter activity	Molecular Function
CSH1-2g08992	GO:0016020	membrane	Cellular Component
CSH1-2g08992	GO:0055085	transmembrane transport	Biological Process
CSH1-2g08998	GO:0003723	RNA binding	Molecular Function
CSH1-2g08998	GO:0005730	nucleolus	Cellular Component
CSH1-2g08998	GO:0006396	RNA processing	Biological Process
CSH1-2g08999	GO:0003677	DNA binding	Molecular Function
CSH1-2g08999	GO:0005634	nucleus	Cellular Component
CSH1-2g08999	GO:0008270	zinc ion binding	Molecular Function
CSH1-2g08999	GO:0046983	protein dimerization activity	Molecular Function
CSH1-2g09004	GO:0005509	calcium ion binding	Molecular Function
CSH1-2g09004	GO:0015969	guanosine tetraphosphate metabolic process	Biological Process
CSH1-2g09007	GO:0009414	response to water deprivation	Biological Process
CSH1-2g09009	GO:0003676	nucleic acid binding	Molecular Function
CSH1-2g09015	GO:0000139	Golgi membrane	Cellular Component
CSH1-2g09015	GO:0015165	pyrimidine nucleotide-sugar transmembrane transporter activity	Molecular Function
CSH1-2g09015	GO:0090481	pyrimidine nucleotide-sugar transmembrane transport	Biological Process
CSH1-2g09017	GO:0009941	chloroplast envelope	Cellular Component
CSH1-2g09017	GO:0034196	acylglycerol transport	Biological Process
CSH1-2g09017	GO:0070300	phosphatidic acid binding	Molecular Function
CSH1-2g09017	GO:1990052	ER to chloroplast lipid transport	Biological Process
CSH1-2g09018	GO:0008253	5'-nucleotidase activity	Molecular Function
CSH1-2g09020	GO:0003824	catalytic activity	Molecular Function
CSH1-2g09021	GO:0005524	ATP binding	Molecular Function
CSH1-2g09021	GO:0005743	mitochondrial inner membrane	Cellular Component
CSH1-2g09021	GO:0015421	ABC-type oligopeptide transporter activity	Molecular Function
CSH1-2g09021	GO:0016887	ATP hydrolysis activity	Molecular Function
CSH1-2g09021	GO:0090374	oligopeptide export from mitochondrion	Biological Process
CSH1-2g09024	GO:0003676	nucleic acid binding	Molecular Function
CSH1-2g09024	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-2g09024	GO:0015074	DNA integration	Biological Process
CSH1-2g09026	GO:0005524	ATP binding	Molecular Function
CSH1-2g09026	GO:0005743	mitochondrial inner membrane	Cellular Component
CSH1-2g09026	GO:0015421	ABC-type oligopeptide transporter activity	Molecular Function
CSH1-2g09026	GO:0016887	ATP hydrolysis activity	Molecular Function
CSH1-2g09026	GO:0090374	oligopeptide export from mitochondrion	Biological Process
CSH1-2g09027	GO:0055028	cortical microtubule	Cellular Component
CSH1-2g09027	GO:0072699	protein localization to cortical microtubule cytoskeleton	Biological Process
CSH1-2g09030	GO:0004190	aspartic-type endopeptidase activity	Molecular Function
CSH1-2g09030	GO:0006508	proteolysis	Biological Process
CSH1-2g09030	GO:0006629	lipid metabolic process	Biological Process
CSH1-2g09035	GO:0005777	peroxisome	Cellular Component
CSH1-2g09035	GO:0042372	phylloquinone biosynthetic process	Biological Process
CSH1-2g09035	GO:0061522	1,4-dihydroxy-2-naphthoyl-CoA thioesterase activity	Molecular Function
CSH1-2g09032	GO:0003676	nucleic acid binding	Molecular Function
CSH1-2g09032	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-2g09042	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	Molecular Function
CSH1-2g09042	GO:0005634	nucleus	Cellular Component
CSH1-2g09042	GO:0010017	red or far-red light signaling pathway	Biological Process
CSH1-2g09042	GO:0010099	regulation of photomorphogenesis	Biological Process
CSH1-2g09042	GO:0010114	response to red light	Biological Process
CSH1-2g09042	GO:0010218	response to far red light	Biological Process
CSH1-2g09042	GO:0045944	positive regulation of transcription by RNA polymerase II	Biological Process
CSH1-2g09045	GO:0016020	membrane	Cellular Component
CSH1-2g09045	GO:0022857	transmembrane transporter activity	Molecular Function
CSH1-2g09045	GO:0055085	transmembrane transport	Biological Process
CSH1-2g09049	GO:0004252	serine-type endopeptidase activity	Molecular Function
CSH1-2g09049	GO:0016020	membrane	Cellular Component
CSH1-2g09050	GO:0003735	structural constituent of ribosome	Molecular Function
CSH1-2g09050	GO:0005840	ribosome	Cellular Component
CSH1-2g09050	GO:0006412	translation	Biological Process
CSH1-2g09050	GO:0008097	5S rRNA binding	Molecular Function
CSH1-2g09052	GO:0016874	ligase activity	Molecular Function
CSH1-2g09052	GO:0036211	protein modification process	Biological Process
CSH1-2g09053	GO:0004842	ubiquitin-protein transferase activity	Molecular Function
CSH1-2g09053	GO:0005515	protein binding	Molecular Function
CSH1-2g09053	GO:0007166	cell surface receptor signaling pathway	Biological Process
CSH1-2g09053	GO:0016567	protein ubiquitination	Biological Process
CSH1-2g09056	GO:0004676	3-phosphoinositide-dependent protein kinase activity	Molecular Function
CSH1-2g09056	GO:0004677	DNA-dependent protein kinase activity	Molecular Function
CSH1-2g09056	GO:0004679	AMP-activated protein kinase activity	Molecular Function
CSH1-2g09056	GO:0004694	eukaryotic translation initiation factor 2alpha kinase activity	Molecular Function
CSH1-2g09056	GO:0004711	ribosomal protein S6 kinase activity	Molecular Function
CSH1-2g09056	GO:0005524	ATP binding	Molecular Function
CSH1-2g09056	GO:0006338	chromatin remodeling	Biological Process
CSH1-2g09056	GO:0006468	protein phosphorylation	Biological Process
CSH1-2g09056	GO:0007165	signal transduction	Biological Process
CSH1-2g09056	GO:0035175	histone H3S10 kinase activity	Molecular Function
CSH1-2g09056	GO:0035402	histone H3T11 kinase activity	Molecular Function
CSH1-2g09056	GO:0035403	histone H3T6 kinase activity	Molecular Function
CSH1-2g09056	GO:0035979	histone H2AXS139 kinase activity	Molecular Function
CSH1-2g09056	GO:0044022	histone H3S28 kinase activity	Molecular Function
CSH1-2g09056	GO:0044023	histone H4S1 kinase activity	Molecular Function
CSH1-2g09056	GO:0044024	histone H2AS1 kinase activity	Molecular Function
CSH1-2g09056	GO:0044025	histone H2BS14 kinase activity	Molecular Function
CSH1-2g09056	GO:0072354	histone H3T3 kinase activity	Molecular Function
CSH1-2g09056	GO:0072371	histone H2AS121 kinase activity	Molecular Function
CSH1-2g09056	GO:0072518	Rho-dependent protein serine/threonine kinase activity	Molecular Function
CSH1-2g09056	GO:0106310	protein serine kinase activity	Molecular Function
CSH1-2g09056	GO:0140823	histone H2BS36 kinase activity	Molecular Function
CSH1-2g09056	GO:0140855	histone H3S57 kinase activity	Molecular Function
CSH1-2g09056	GO:0140857	histone H3T45 kinase activity	Molecular Function
CSH1-2g09056	GO:1990244	histone H2AT120 kinase activity	Molecular Function
CSH1-2g09067	GO:0006979	response to oxidative stress	Biological Process
CSH1-2g09067	GO:0009507	chloroplast	Cellular Component
CSH1-2g09057	GO:0005515	protein binding	Molecular Function
CSH1-2g09064	GO:0004252	serine-type endopeptidase activity	Molecular Function
CSH1-2g09064	GO:0006508	proteolysis	Biological Process
CSH1-2g09074	GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	Biological Process
CSH1-2g09074	GO:0005730	nucleolus	Cellular Component
CSH1-2g09074	GO:0030688	preribosome, small subunit precursor	Cellular Component
CSH1-2g09076	GO:0004571	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity	Molecular Function
CSH1-2g09076	GO:0005509	calcium ion binding	Molecular Function
CSH1-2g09076	GO:0005975	carbohydrate metabolic process	Biological Process
CSH1-2g09076	GO:0006058	mannoprotein catabolic process	Biological Process
CSH1-2g09076	GO:0016020	membrane	Cellular Component
CSH1-2g09076	GO:0030968	endoplasmic reticulum unfolded protein response	Biological Process
CSH1-2g09076	GO:0044322	endoplasmic reticulum quality control compartment	Cellular Component
CSH1-2g09076	GO:1904380	endoplasmic reticulum mannose trimming	Biological Process
CSH1-2g09076	GO:1904382	mannose trimming involved in glycoprotein ERAD pathway	Biological Process
CSH1-2g09084	GO:0005634	nucleus	Cellular Component
CSH1-2g09084	GO:0006355	regulation of DNA-templated transcription	Biological Process
CSH1-2g09080	GO:0005634	nucleus	Cellular Component
CSH1-2g09080	GO:0006355	regulation of DNA-templated transcription	Biological Process
CSH1-2g09090	GO:0004842	ubiquitin-protein transferase activity	Molecular Function
CSH1-2g09091	GO:0005783	endoplasmic reticulum	Cellular Component
CSH1-2g09091	GO:0005794	Golgi apparatus	Cellular Component
CSH1-2g09091	GO:0016192	vesicle-mediated transport	Biological Process
CSH1-2g09096	GO:0010088	phloem development	Biological Process
CSH1-2g09100	GO:0010088	phloem development	Biological Process
CSH1-2g09104	GO:0010088	phloem development	Biological Process
CSH1-2g09105	GO:0010088	phloem development	Biological Process
CSH1-2g09115	GO:0046983	protein dimerization activity	Molecular Function
CSH1-2g09112	GO:0000428	DNA-directed RNA polymerase complex	Cellular Component
CSH1-2g09112	GO:0003697	single-stranded DNA binding	Molecular Function
CSH1-2g09112	GO:0003727	single-stranded RNA binding	Molecular Function
CSH1-2g09112	GO:0005634	nucleus	Cellular Component
CSH1-2g09112	GO:0006352	DNA-templated transcription initiation	Biological Process
CSH1-2g09118	GO:0003676	nucleic acid binding	Molecular Function
CSH1-2g09118	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-2g09123	GO:0008270	zinc ion binding	Molecular Function
CSH1-2g09128	GO:0003677	DNA binding	Molecular Function
CSH1-2g09129	GO:0008289	lipid binding	Molecular Function
CSH1-2g09130	GO:0000226	microtubule cytoskeleton organization	Biological Process
CSH1-2g09130	GO:0008017	microtubule binding	Molecular Function
CSH1-2g09131	GO:0003676	nucleic acid binding	Molecular Function
CSH1-2g09131	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-2g09133	GO:0016813	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines	Molecular Function
CSH1-2g09134	GO:0003677	DNA binding	Molecular Function
CSH1-2g09134	GO:0005958	DNA-dependent protein kinase-DNA ligase 4 complex	Cellular Component
CSH1-2g09134	GO:0006303	double-strand break repair via nonhomologous end joining	Biological Process
CSH1-2g09134	GO:0006310	DNA recombination	Biological Process
CSH1-2g09134	GO:0010165	response to X-ray	Biological Process
CSH1-2g09134	GO:0032807	DNA ligase IV complex	Cellular Component
CSH1-2g09134	GO:0051351	positive regulation of ligase activity	Biological Process
CSH1-2g09137	GO:0016020	membrane	Cellular Component
CSH1-2g09137	GO:0016760	cellulose synthase (UDP-forming) activity	Molecular Function
